longitude,latitude,DataOwner Code = OVA,Quay-nr CHB,Haltenr vv,Duplicaat haltenr,Haltebordnr,Haltenaam CHB,Haltenaam CHB correctie,Perron-aanduiding,Woonplaats,Woonplaats correctie,Gemeente code,Gemeente naam,Wegbeheerder naam,Wegbeheerder naam correctie,Wegbeheerder type,Wegbeheerder type correctie,Straat,Straat correctie,Locatieomschrijving,Lijnen en Bestemmingen,Hoofdmodaliteit,StopPlace Code CHB,Tweede Modaliteit CHB,StopPlace Code CHB correctie,RD-X correctie,RD-Y correctie,Windroosrichting [graden],Windroosrichting correctie [graden],Status,Status correctie,Type halte,Type halte correctie,Opnamedatum + tijdstip / ingangsdatum,Aanpassing motorisch beperkten [Y/N],Aanpassing visueel beperkten [Y/N],Perrontype,Diepte haltehaven [meter],Halteerlengte inrijhoek [meter],Lengte halteerplaats [meter],Halteerlengte uitrijhoek [meter],Perron hoogte [meter],Perronbreedte instapdeur [meter],Perronbreedte uitstapdeur [meter],Lengte verhoogde deel perron [meter],Minimale breedte barriere vrije doorgang perron [meter],Hellingbaan aanwezig? [Y/N],Lengte hellingbaan [meter],Breedte aanlooproute/hellingbaan [meter],Hoogteverschil tussen perron en directe omgeving [meter],Markering perronrand [Y/N],Geleidelijn aanwezig [Y/N],Geleidelijn over hele lengte halte [Y/N],Aansluiting geleidelijn op omgeving [Y/N],Instap-markering aanwezig [Y/N],Instap-markering afwijking in kleur - klank en/of tast [Y/N],Haltebord aanwezig [Y/N],Niveau [-2 / -1 / 0 / 1 / 2],Lift aanwezig [Y/N],Afvalbak aanwezig? [Y/N],Halte verlicht? [Y/N],Abri Aanwezig [Y/N],Informatie-vitrine aanwezig [Y/N],Reclame in abri? [Y/N],Zitgelegenheid aanwezig [Y/N],Fiets-parkeer-voorziening [Y/N],Aantal fietsplaatsen,OVC in-uitcheck op halte? [Y/N],OVC oplaad-faciliteit aanwezig op halte? [Y/N],Aanwezigheid statische reisinfo: Halte-vertrekstaat [Y/N],Lijnennet-kaart aanwezig? [Y/N],DRIS aanwezig? [Y/N],DRIS audioknop aanwezig? [Y/N],Aantal regels op DRIS,Haltefotoref,Opnamedatum foto,Opmerkingen,Perron toegankelijk vanuit directe omgeving? [Y/N],Stasteun [Y/N]
5.132939560631098,52.107226256767106,PUT,NL:Q:50000260,50000260,0,,De Lichtkring,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Eykmanlaan,,,"55 Utrecht CS Centrumzijde, 55 Utrecht CS Centrumzijde",bus,nl.bus.50000250,,,,,264,,available,,regular,,2011-03-28 14:31:00,Y,Y,langshalte,0,0,20,0,"0,18","2,40","2,40",20,1,N,0,"2,40","0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,Y,N,Y,N,0,N,N,Y,N,Y,Y,0,99318F85-3BF9-4217-A8D9E5B1ED6EF01E.JPG,2011-03-22 11:10:08,,N,N
5.046128030627173,52.080860797328839,PUT,NL:Q:51119800,51119800,0,,De Meern Oost,,,De Meern,,GM0344,Utrecht,Utrecht,,G,,,,,"126 De Meern Oost via Vleuten, 24 De Meern-Oost via Papendorp, 28 De Meern-Oost via Utrecht CS, 28 Vleuterweide via Centrum, 28 Vleuterweide via Parkwijk, 102 Woerden Station, 103 Woerden Station (Zuid), 107 Gouda Station, 107 Montfoort , 107 Montfoort Kasteelplein, 107 Oudewater , 402 Utrecht CS , 402 Woerden Station, 407 Oudewater , 407 Utrecht CS , 102 Woerden Station, 103 Woerden Station (Zuid), 107 Gouda Station, 107 Montfoort , 107 Montfoort Kasteelplein, 107 Oudewater , 402 Utrecht CS , 402 Woerden Station, 407 Oudewater , 407 Utrecht CS , 126 De Meern Oost via Vleuten, 24 De Meern-Oost via Papendorp, 28 De Meern-Oost via Utrecht CS, 28 Vleuterweide via Centrum, 28 Vleuterweide via Parkwijk",bus,nl.bus.51119800,,,,,260,,available,,regular,,2014-09-01 12:11:00,Y,Y,langshalte,0,0,62,0,"0,18","2,20",0,60,1,Y,1,"1,50",0,N,Y,N,N,Y,Y,Y,0,N,Y,Y,Y,Y,Y,Y,Y,50,N,N,Y,Y,Y,Y,6,3C223411-0257-4B6B-96772720A8F404F5.jpg,2014-12-05 15:22:23,,N,N
5.046553069420459,52.080601371305121,PUT,NL:Q:51119820,51119820,0,,De Meern Oost,,,De Meern,,GM0344,Utrecht,Utrecht,,G,,,,,"126 De Meern Oost via Vleuten, 126 Maarssen NS via Vleuten, 24 De Meern-Oost via Papendorp, 24 Utrecht CS via Papendorp, 126 De Meern Oost via Vleuten, 126 Maarssen NS via Vleuten, 24 De Meern-Oost via Papendorp, 24 Utrecht CS via Papendorp",bus,nl.bus.51119800,,,,,261,,available,,regular,,2012-03-15 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,F86B9B52-2CA1-44AF-B93D2D76719545D1.jpg,2014-12-05 15:22:30,,N,N
5.046347331168326,52.08079851491599,PUT,NL:Q:51119850,51119850,0,,De Meern Oost,,,De Meern,,GM0344,Utrecht,Utrecht,,G,,,,,"126 Maarssen NS via Vleuten, 24 Utrecht CS via Papendorp, 28 De Uithof P+R via Utrecht CS, 28 Rijnsweerd via Utrecht CS, 102 Utrecht CS/Jaarbeurs, 103 Utrecht CS/Jaarbeurs, 107 Utrecht CS/Jaarbeurs, 407 Utrecht CS , 126 Maarssen NS via Vleuten, 24 Utrecht CS via Papendorp, 28 De Uithof P+R via Utrecht CS, 28 Rijnsweerd via Utrecht CS, 102 Utrecht CS/Jaarbeurs, 103 Utrecht CS/Jaarbeurs, 107 Utrecht CS/Jaarbeurs, 407 Utrecht CS",bus,nl.bus.51119800,,,,,80,,available,,regular,,2014-09-01 12:20:00,Y,Y,langshalte,0,0,62,0,"0,18","2,10","2,10",60,1,Y,1,"1,50",0,N,Y,N,N,Y,Y,Y,0,N,Y,Y,Y,Y,Y,Y,Y,50,N,N,Y,Y,Y,Y,6,FD55632B-C29D-40F9-85FC5F40822F3328.jpg,2014-12-05 15:22:36,,N,N
5.024998684595082,52.106746400997778,PUT,NL:Q:51200270,51200270,0,,De Reit,,,Vleuten,,GM0344,Utrecht,Utrecht,,G,,De Tol,,,"126 Maarssen NS via Vleuten, 420 Loenen ad Vecht Kerklaan, 126 Maarssen NS via Vleuten, 420 Loenen ad Vecht Kerklaan",bus,,,,,,25,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.024681205192824,52.106296021503219,PUT,NL:Q:51200280,51200280,0,,De Reit,,,Vleuten,,GM0344,Utrecht,Utrecht,,G,,De Tol,,,"125 Vleuten-Dorp, 126 De Meern Oost via Vleuten, 125 Vleuten-Dorp, 126 De Meern Oost via Vleuten",bus,,,,,,205,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.013522518616962,52.089642199736161,PUT,NL:Q:51209100,51209100,0,,De Tuinlanden,,,Vleuten,,GM0344,Utrecht,Utrecht,,G,,Heidetuinlaan,,,"28 Vleuterweide via Centrum, 28 Vleuterweide via Parkwijk, 28 Vleuterweide via Centrum, 28 Vleuterweide via Parkwijk",bus,,,,,,63,,available,,regular,,2012-08-08 12:19:00,Y,N,langshalte,0,0,40,0,"0,18",2,2,36,1,N,0,2,"0,09",N,N,N,N,N,N,Y,0,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.013306810250398,52.089264015256568,PUT,NL:Q:51209105,51209105,0,,De Tuinlanden,,,Vleuten,,GM0344,Utrecht,Utrecht,,G,,Heidetuinlaan,,,"28 De Uithof P+R via Utrecht CS, 28 De Uithof P+R via Utrecht CS",bus,,,,,,210,,available,,regular,,2012-08-08 12:21:00,Y,N,langshalte,0,0,40,0,"0,18",2,2,36,1,N,0,2,"0,09",N,N,N,N,N,N,Y,0,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.047031773496414,52.08671466313335,PUT,NL:Q:51111190,51111190,0,,De Woerd,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Langerakbaan,,,"126 Maarssen NS via Vleuten, 26 Vleuterweide via Langerak, 420 Loenen ad Vecht Kerklaan, 126 Maarssen NS via Vleuten, 26 Vleuterweide via Langerak, 420 Loenen ad Vecht Kerklaan",bus,nl.bus.51111190,,,,,0,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.047374102249908,52.085825828710099,PUT,NL:Q:51111200,51111200,0,,De Woerd,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Langerakbaan,,,"126 De Meern Oost via Vleuten, 26 Utrecht CS via Terwijde NS, 126 De Meern Oost via Vleuten, 26 Utrecht CS via Terwijde NS",bus,nl.bus.51111190,,,,,108,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.086465078535944,52.083010901985006,PUT,NL:Q:50002000,50002000,0,,Den Hommel,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Alphons Diepenbrockplein,,,"10 Leidsche Rijn via Kan'eiland, 25 Cartesiusweg via Oog in Al, 10 Leidsche Rijn via Kan'eiland, 25 Cartesiusweg via Oog in Al",bus,nl.bus.50002000,,,,,290,,available,,regular,,2011-04-21 10:03:00,Y,Y,haltehaven,3,24,16,15,"0,18","3,60","3,60",16,1,N,0,3,"0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,Y,N,Y,N,0,N,N,Y,N,Y,Y,6,,,,N,N
5.088351780480517,52.082305640926563,PUT,NL:Q:50002010,50002010,0,,Den Hommel,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Pijperlaan,,,"10 Leidsche Rijn Ziekenhuis, 14 Transwijk via Kan'eiland, 25 Utrecht CS Jaarbeurszijde, 10 Leidsche Rijn Ziekenhuis, 14 Transwijk via Kan'eiland, 25 Utrecht CS Jaarbeurszijde",bus,nl.bus.50002000,,,,,114,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.141005489885147,52.081834141146516,PUT,NL:Q:50001150,50001150,0,,Diakonessenhuis,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Adriaen van Ostadelaan,,,"4 Diakonessenhuis via Biltstraat, 8 Diakonessenhuis via Utrecht CS, 4 Diakonessenhuis via Biltstraat, 8 Diakonessenhuis via Utrecht CS",bus,nl.bus.50001150,,,,,158,,available,,regular,,2012-08-09 10:31:00,Y,Y,langshalte,0,0,15,0,"0,18","1,50","1,50",15,1,N,0,"1,50","0,09",Y,Y,N,N,N,N,Y,0,N,Y,N,N,N,N,N,N,0,N,N,Y,N,N,N,,E2E22821-6617-4FEA-AE3F0F0AB1863D46.JPG,2011-07-20 13:24:51,,N,N
5.139513632348673,52.082523098021049,PUT,NL:Q:50001160,50001160,0,,Diakonessenhuis,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Bosboomstraat,,,"4 Utrecht CS via Biltstraat, 8 Lunetten via Utrecht CS, 4 Utrecht CS via Biltstraat, 8 Lunetten via Utrecht CS",bus,nl.bus.50001150,,,,,98,,available,,regular,,2011-07-19 13:28:00,Y,Y,langshalte,0,0,18,0,"0,18","1,50","1,50",18,1,N,0,"1,50","0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,Y,N,Y,Y,0,N,N,Y,N,Y,Y,0,D6226C7A-C033-46A0-8069C1B9C595FB08.JPG,2011-07-20 13:28:21,,N,N
5.144012483526995,52.089570118203739,PUT,NL:Q:50007450,50007450,0,,Dillenburgstraat,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Dillenburgstraat,,,"4 Diakonessenhuis via Biltstraat, 4 Diakonessenhuis via Biltstraat",bus,,,,,,,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.144101397047269,52.08931863585876,PUT,NL:Q:50007460,50007460,0,,Dillenburgstraat,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Dillenburgstraat,,,"4 Utrecht CS via Biltstraat, 4 Utrecht CS via Biltstraat",bus,,,,,,,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.142204574050313,52.089314710046516,PUT,NL:Q:50009002,50009002,0,,Dillenburgstraat,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Dillenburgstraat,,,"18 Oorsprongpark, 18 Oorsprongpark",bus,,,,,,335,,expired,,temporary,,2012-03-15 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.132124656410165,52.063272836756909,PUT,NL:Q:50003090,50003090,0,,Dolomieten,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Simplonbaan,,,"8 Lunetten via Utrecht CS, 8 Lunetten via Utrecht CS",bus,nl.bus.50003090,,,,,158,,available,,regular,,2011-09-22 15:33:00,Y,Y,semi-haltehaven,3,0,14,0,"0,18","1,50","1,50",14,1,N,0,"1,50","0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,Y,N,Y,N,0,N,N,Y,N,Y,Y,0,,,,N,N
5.132239012902022,52.063677548714189,PUT,NL:Q:50003100,50003100,0,,Dolomieten,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Simplonbaan,,,"8 Diakonessenhuis via Utrecht CS, 8 Diakonessenhuis via Utrecht CS",bus,nl.bus.50003090,,,,,336,,available,,regular,,2011-09-22 15:32:00,Y,Y,semi-haltehaven,3,0,14,0,"0,18","1,50","1,50",14,1,N,0,"1,50","0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,Y,N,Y,N,0,N,N,Y,N,Y,Y,0,,,,N,N
5.121711337396783,52.090546654085017,PUT,NL:Q:50006630,50006630,0,,Domplein,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Domplein,,,"2 Museumkwartier, 2 Museumkwartier",bus,nl.bus.50006630,,,,,155,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.129016132095102,52.11426435195429,PUT,NL:Q:59151350,59151350,0,,Donaudreef,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Donaudreef,,,"1 Hoograven via Utrecht CS, 1 Hoograven via Utrecht CS",bus,,,,,,235,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.129147056917688,52.114345530703737,PUT,NL:Q:59151360,59151360,0,,Donaudreef,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Donaudreef,,,"1 Overvecht via Utrecht CS, 1 Overvecht via Utrecht CS",bus,,,,,,55,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.012150303416936,52.107119688217971,PUT,NL:Q:51200350,51200350,0,,Dorpsstraat,,,Vleuten,,GM0344,Utrecht,Utrecht,,G,,Schoolstraat,,,"125 Vleuten-Dorp, 127 Kockengen via Haarzuilens, 125 Vleuten-Dorp, 127 Kockengen via Haarzuilens",bus,nl.bus.51200350,,,,,50,,available,,regular,,2012-08-02 08:20:00,Y,Y,langshalte,0,0,10,0,"0,18",3,3,10,1,N,0,3,"0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,Y,N,Y,N,0,N,N,Y,N,N,N,,33589B03-DF4B-494B-93A48C5C9A5F7EE9.JPG,2012-08-03 08:20:05,,N,N
5.012034284715386,52.107029438329498,PUT,NL:Q:51200360,51200360,0,,Dorpsstraat,,,Vleuten,,GM0344,Utrecht,Utrecht,,G,,Schoolstraat,,,"127 Vleuten NS, 127 Vleuten NS via Haarzuilens, 127 Vleuten NS, 127 Vleuten NS via Haarzuilens",bus,nl.bus.51200350,,,,,230,,available,,regular,,2012-08-02 08:22:00,Y,Y,langshalte,0,0,10,0,"0,18","2,50","2,50",10,1,N,0,2,"0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,Y,N,Y,N,0,N,N,Y,N,N,N,,81446946-6828-49B5-8BEF1DDFB3CFD4A7.JPG,2012-08-03 08:21:30,,N,N
5.114859127514332,52.101577351644067,PUT,NL:Q:50000390,50000390,0,,Draaiweg,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Talmalaan,,,"9 Utrecht CS Centrumzijde, 9 Utrecht CS Centrumzijde",bus,nl.bus.50000390,,,,,175,,available,,regular,,2012-03-15 00:00:00,Y,Y,semi-haltehaven,"2,7","21,6",18,0,"0,18","2,10","2,10",18,1,N,0,"2,10","0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,Y,N,Y,N,0,N,N,Y,N,N,N,,,,,N,N
5.114874707535705,52.101415602693024,PUT,NL:Q:50000400,50000400,0,,Draaiweg,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Talmalaan,,,"9 Overvecht-Noord via Talmalaan, 9 Overvecht-Noord via Talmalaan",bus,nl.bus.50000390,,,,,355,,available,,regular,,2012-03-15 00:00:00,Y,Y,haltehaven,"2,7","16,5",18,14,"0,18","2,10","2,10",18,1,N,0,"2,10","0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,N,N,Y,N,0,N,N,Y,N,N,N,,,,,N,N
5.05129276304712,52.102177399066065,PUT,NL:Q:51111531,51111531,0,,Duke Ellingtonstraat,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Burt Bacharachstraat,,,"19 De Wetering via Terwijde, 39 Maarssen NS via Terwijde, 19 De Wetering via Terwijde, 39 Maarssen NS via Terwijde",bus,,,,,,274,,available,,regular,,2012-08-08 13:17:00,Y,Y,langshalte,0,0,22,0,"0,18",3,3,18,1,N,0,3,"0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,Y,N,Y,N,0,N,N,Y,N,N,N,,,,,N,N
5.051467971105313,52.102168909970871,PUT,NL:Q:51111541,51111541,0,,Duke Ellingtonstraat,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Jazzsingel,,,"19 Terwijde via De Wetering, 39 Utrecht CS Jaarbeurszijde, 39 Utrecht CS via Terwijde, 19 Terwijde via De Wetering, 39 Utrecht CS Jaarbeurszijde, 39 Utrecht CS via Terwijde",bus,,,,,,94,,available,,regular,,2012-08-08 13:19:00,Y,Y,langshalte,0,0,22,0,"0,18",2,2,18,1,N,0,2,"0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,Y,N,Y,N,0,N,N,Y,N,N,N,,,,,N,N
5.050946350460754,52.088074107960097,PUT,NL:Q:51111331,51111331,0,,Eerste Westerparklaan,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Busbaan Parkwijk,,,"28 De Meern-Oost via Utrecht CS, 28 Vleuterweide via Centrum, 28 Vleuterweide via Parkwijk, 402 Utrecht CS , 402 Woerden Station, 407 Oudewater , 407 Utrecht CS , 420 Loenen ad Vecht Kerklaan, 28 De Meern-Oost via Utrecht CS, 28 Vleuterweide via Centrum, 28 Vleuterweide via Parkwijk, 402 Utrecht CS , 402 Woerden Station, 407 Oudewater , 407 Utrecht CS , 420 Loenen ad Vecht Kerklaan",bus,nl.bus.51111331,,,,,230,,available,,regular,,2013-05-20 00:00:00,Y,Y,langshalte,0,0,67,0,"0,18","2,70","2,70",65,"1,40",Y,2,"1,40",0,N,Y,N,Y,N,N,Y,0,N,Y,Y,N,N,N,Y,Y,20,N,N,Y,N,Y,Y,3,A68EB792-88BF-4946-9F4FFBF5268B1B05.jpg,2014-12-05 15:24:24,,N,N
5.051265990403636,52.088254781092978,PUT,NL:Q:51111341,51111341,0,,Eerste Westerparklaan,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Busbaan Parkwijk,,,"28 De Uithof P+R via Utrecht CS, 28 Rijnsweerd via Utrecht CS, 28 De Uithof P+R via Utrecht CS, 28 Rijnsweerd via Utrecht CS, 407 Utrecht CS , 407 Utrecht CS",bus,nl.bus.51111331,,,,,50,,available,,regular,,2014-09-01 11:41:00,Y,Y,langshalte,0,0,67,0,"0,18","2,20","2,20",65,1,Y,2,"1,20",0,N,Y,N,Y,Y,Y,Y,0,N,Y,Y,Y,Y,Y,Y,Y,20,N,N,Y,Y,Y,Y,6,3DA09469-5BAD-4ED2-A826A6871B2A74DC.jpg,2014-12-05 15:24:31,,N,N
5.107017544233803,52.113863615663952,PUT,NL:Q:59150410,59150410,0,,Einsteindreef,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Einsteindreef,,,"1 Hoograven via Utrecht CS, 30 Leidsche Rijn Ziekenhuis, 1 Hoograven via Utrecht CS, 30 Leidsche Rijn Ziekenhuis",bus,,,,,,58,,available,,regular,,2011-03-28 14:35:00,Y,Y,haltehaven,4,24,"24,5","16,1","0,18","1,50","1,50","24,50",1,N,0,"1,50","0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,Y,N,Y,N,0,N,N,Y,N,N,N,,E5799871-93F0-4974-BBA9A38519B9D3BB.JPG,2011-03-21 15:08:27,,N,N
5.107377679439181,52.114637441631544,PUT,NL:Q:59150420,59150420,0,,Einsteindreef,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Einsteindreef,,,"1 Overvecht via Utrecht CS, 30 Leidsche Rijn via Overv. NS, 30 Leidsche Rijn via Zuilen NS, 1 Overvecht via Utrecht CS, 30 Leidsche Rijn via Overv. NS, 30 Leidsche Rijn via Zuilen NS",bus,,,,,,210,,available,,regular,,2012-03-15 00:00:00,N,N,haltehaven,"2,9","13,1","22,5",7,"0,15","3,40","3,40",0,"1,30",N,0,"1,50",0,Y,N,N,N,N,N,Y,0,N,Y,Y,Y,Y,Y,Y,N,0,N,N,Y,Y,N,N,,6ACE69E0-64D6-4AB7-94E4C4606BF1489A.jpg,2014-12-05 15:24:38,,N,N
5.140823859716741,52.093626101143762,PUT,NL:Q:50009003,50009003,0,,Emmalaan,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Emmalaan,,,"18 Oorsprongpark, 18 Oorsprongpark",bus,,,,,,340,,expired,,temporary,,2012-03-15 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.14022616878874,52.093516994207313,PUT,NL:Q:50009005,50009005,0,,Emmalaan,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Emmalaan,,,"18 Oorsprongpark, 18 Oorsprongpark",bus,,,,,,161,,expired,,temporary,,2012-03-15 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.02292780607587,52.090390685108382,PUT,NL:Q:51110340,51110340,0,,Esdoornlaan,,,De Meern,,GM0344,Utrecht,Utrecht,,G,,Burg Middelweerdbaan,,,"126 De Meern Oost via Vleuten, 126 De Meern Oost via Vleuten",bus,,,,,,96,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.022416309081745,52.090487972650372,PUT,NL:Q:51110350,51110350,0,,Esdoornlaan,,,de meern,,GM0344,Utrecht,Utrecht,,G,,Burg Middelweerdbaan,,,"420 Loenen ad Vecht Kerklaan, 420 Loenen ad Vecht Kerklaan",bus,nl.bus.51110350,,,,,272,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.022416748855656,52.090434045395433,PUT,NL:Q:51200210,51200210,0,,Esdoornlaan,,,De Meern,,GM0344,Utrecht,Utrecht,,G,,Burg Middelweerdbaan,,,"126 Maarssen NS via Vleuten, 126 Maarssen NS via Vleuten",bus,nl.bus.51200210,,,,,273,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.107016510805448,52.067431244486258,PUT,NL:Q:50001230,50001230,0,,Europaplein,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Europalaan,,,"81 Gorinchem Station, 81 Gorinchem Station",bus,nl.bus.50001230,,,,,174,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.108435054721099,52.066805440842963,PUT,NL:Q:50001232,50001232,0,,Europaplein,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Beneluxlaan,,,"10 Leidsche Rijn via Kan'eiland, 247 Houten NS, 265 Nieuwegein-Z via Plettenburg, 71 Nieuwegein-C via De Uithof, 72 Nieuwegein-C via De Uithof, 72 Nieuwegein-Z via De Uithof, 10 Leidsche Rijn via Kan'eiland, 247 Houten NS, 265 Nieuwegein-Z via Plettenburg, 71 Nieuwegein-C via De Uithof, 72 Nieuwegein-C via De Uithof, 72 Nieuwegein-Z via De Uithof",bus,nl.bus.50001232,,,,,265,,available,,regular,,2013-05-20 00:00:00,N,N,langshalte,0,0,0,0,0,0,0,0,0,N,0,0,0,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,,,,,N,N
5.107052725317883,52.068635736262337,PUT,NL:Q:50001240,50001240,0,,Europaplein,,,Utrecht,,GM0344,Utrecht,Utrecht,,G,,Europalaan,,,"81 Utrecht Busstation West, 81 Utrecht Busstation West",bus,nl.bus.50001230,,,,,347,,available,,regular,,2011-04-04 09:50:00,Y,Y,langshalte,0,0,16,0,"0,18","2,50","2,50",16,1,N,0,"2,50","0,09",Y,Y,N,N,N,N,Y,0,N,Y,Y,Y,Y,N,Y,N,0,N,N,Y,N,N,N,,D4A7A781-EE58-47F5-A114E242997958C5.JPG,2011-03-30 15:50:50,,N,N
